x,y,z,s
5.000000,2.302006,-1.569562,6
5.000000,1.051700,-1.654239,6
5.000000,1.521425,-0.794178,6
2.499873,1.558920,-5.000000,6
1.607197,0.996247,-5.000000,6
2.529965,0.509244,-5.000000,6
-5.000000,4.172845,-1.501168,6
-5.000000,4.174645,-0.500542,6
-5.000000,3.325655,-1.010970,6
-2.019155,5.000000,-3.317480,6
-2.494144,5.000000,-2.518315,6
-3.115797,5.000000,-3.229348,6
5.000000,4.000000,-5.000000,6
4.000000,5.000000,-5.000000,6
3.647242,4.109019,-5.000000,6
2.309140,5.000000,1.588010,6
3.320701,5.000000,1.016624,6
3.275632,5.000000,2.058675,6
4.172845,5.000000,-1.501168,6
5.000000,5.000000,-2.000000,6
5.000000,5.000000,-1.000000,6
5.000000,5.000000,-2.000000,6
5.000000,5.000000,-1.000000,6
5.000000,4.173866,-1.501121,6
4.172845,5.000000,-1.501168,6
3.325655,5.000000,-1.010970,6
3.312505,5.000000,-2.023062,6
5.000000,4.166346,-2.498680,6
5.000000,3.228824,-3.116051,6
5.000000,3.317992,-2.018786,6
5.000000,-3.347167,0.002575,6
5.000000,-3.328230,-1.008896,6
5.000000,-4.175186,-0.500281,6
4.175168,-5.000000,-0.500469,6
4.174408,-5.000000,0.501270,6
5.000000,-5.000000,0.000000,6
5.000000,-5.000000,-3.000000,6
5.000000,-5.000000,-4.000000,6
4.209976,-5.000000,-3.359657,6
5.000000,-5.000000,-3.000000,6
5.000000,-5.000000,-4.000000,6
5.000000,-4.204687,-3.360515,6
5.000000,0.000000,5.000000,6
5.000000,0.500461,4.175980,6
5.000000,-0.500609,4.174824,6
5.000000,0.500461,4.175980,6
5.000000,1.010070,3.346906,6
5.000000,0.000495,3.346551,6
3.347800,0.002023,5.000000,6
2.524075,0.513965,5.000000,6
3.342260,1.014532,5.000000,6
5.000000,3.283301,2.051392,6
5.000000,3.322543,1.014489,6
5.000000,2.290368,1.582302,6
3.341555,5.000000,0.000910,6
3.320701,5.000000,1.016624,6
2.490148,5.000000,0.502535,6
4.174645,5.000000,-0.500542,6
4.173155,5.000000,0.501930,6
3.341555,5.000000,0.000910,6
5.000000,-2.488237,1.578152,6
5.000000,-3.299495,2.057111,6
5.000000,-2.498902,2.512368,6
5.000000,-1.576123,2.320082,6
5.000000,-0.879291,1.686967,6
5.000000,-1.631638,1.139792,6
5.000000,-0.879291,1.686967,6
5.000000,-0.618928,0.729086,6
5.000000,-1.631638,1.139792,6
1.817824,0.035439,5.000000,6
1.539161,-0.785637,5.000000,6
0.962766,0.034503,5.000000,6
2.027631,-5.000000,3.327651,6
1.556963,-5.000000,2.505404,6
1.010070,-5.000000,3.346906,6
-4.000000,5.000000,-5.000000,6
-3.359639,5.000000,-4.210015,6
-4.111674,5.000000,-3.649275,6
-5.000000,-5.000000,5.000000,6
-5.000000,-4.000000,5.000000,6
-4.000000,-5.000000,5.000000,6
-4.123259,-5.000000,2.564324,6
-5.000000,-5.000000,2.000000,6
-5.000000,-5.000000,3.000000,6
-5.000000,-5.000000,2.000000,6
-5.000000,-5.000000,3.000000,6
-5.000000,-4.123203,2.559679,6
1.009220,5.000000,3.348147,6
1.563166,5.000000,2.502792,6
2.020315,5.000000,3.334996,6
2.020315,5.000000,3.334996,6
2.529216,5.000000,4.157315,6
1.504406,5.000000,4.173668,6
4.123599,2.560172,5.000000,6
4.163490,1.514075,5.000000,6
3.295657,2.059113,5.000000,6
3.361635,4.203502,5.000000,6
4.107215,3.648931,5.000000,6
3.116130,3.226314,5.000000,6
1.010263,3.324584,5.000000,6
1.501177,4.172839,5.000000,6
2.019705,3.316132,5.000000,6
1.501177,4.172839,5.000000,6
2.498993,4.165192,5.000000,6
2.019705,3.316132,5.000000,6
3.611909,5.000000,4.144244,6
3.148904,5.000000,3.193083,6
4.163152,5.000000,3.402054,6
1.000000,-5.000000,5.000000,6
1.513330,-4.164339,5.000000,6
2.000000,-5.000000,5.000000,6
1.000000,-5.000000,5.000000,6
2.000000,-5.000000,5.000000,6
1.503298,-5.000000,4.173765,6
2.477520,-5.000000,2.531970,6
3.153544,-5.000000,3.190364,6
3.283301,-5.000000,2.051392,6
2.489159,1.561882,5.000000,6
2.497684,2.504992,5.000000,6
3.295657,2.059113,5.000000,6
2.524075,0.513965,5.000000,6
1.817824,0.035439,5.000000,6
1.597542,1.000682,5.000000,6
2.500302,-0.485434,5.000000,6
2.305164,-1.570329,5.000000,6
1.539161,-0.785637,5.000000,6
4.163636,-5.000000,1.510370,6
4.174408,-5.000000,0.501270,6
3.322543,-5.000000,1.014489,6
0.501363,-5.000000,-4.175033,6
-0.502173,-5.000000,-4.174221,6
-0.001547,-5.000000,-3.347829,6
-4.000000,-5.000000,-5.000000,6
-3.000000,-5.000000,-5.000000,6
-3.612666,-4.148219,-5.000000,6
-4.000000,-5.000000,-5.000000,6
-3.000000,-5.000000,-5.000000,6
-3.649202,-5.000000,-4.106914,6
4.163817,-1.511038,-5.000000,6
3.317439,-1.018349,-5.000000,6
3.278548,-2.057893,-5.000000,6
-1.008546,5.000000,-3.328418,6
-0.484800,5.000000,-2.487685,6
-1.572334,5.000000,-2.311583,6
-0.500261,5.000000,-4.175345,6
0.003264,5.000000,-3.345142,6
-1.008546,5.000000,-3.328418,6
-0.425959,5.000000,-0.820748,6
-0.838978,5.000000,-1.671209,6
0.093645,5.000000,-1.634091,6
-3.118337,3.225969,-5.000000,6
-2.502609,2.499660,-5.000000,6
-2.024377,3.309375,-5.000000,6
1.051700,-5.000000,-1.654239,6
0.445361,-5.000000,-0.784085,6
1.521425,-5.000000,-0.794178,6
1.051700,-5.000000,-1.654239,6
-0.067107,-5.000000,-1.624715,6
0.445361,-5.000000,-0.784085,6
0.508194,-5.000000,-2.512441,6
-0.067107,-5.000000,-1.624715,6
1.051700,-5.000000,-1.654239,6
1.577119,-5.000000,-2.487874,6
0.508194,-5.000000,-2.512441,6
1.051700,-5.000000,-1.654239,6
1.017814,-5.000000,-3.339497,6
-0.001547,-5.000000,-3.347829,6
0.508194,-5.000000,-2.512441,6
0.518348,-0.855782,-5.000000,6
0.003674,-1.697293,-5.000000,6
1.074362,-1.681439,-5.000000,6
-0.067107,-5.000000,-1.624715,6
-0.744092,-5.000000,-0.552443,6
0.445361,-5.000000,-0.784085,6
-0.533594,-5.000000,-2.505379,6
-0.067107,-5.000000,-1.624715,6
0.508194,-5.000000,-2.512441,6
0.497581,2.500167,-5.000000,6
0.861640,1.683865,-5.000000,6
1.584822,2.299717,-5.000000,6
1.142572,5.000000,-1.628115,6
1.585538,5.000000,-2.486173,6
2.324306,5.000000,-1.574012,6
-0.000383,1.694244,-5.000000,6
0.499540,0.871579,-5.000000,6
0.861640,1.683865,-5.000000,6
-0.838978,5.000000,-1.671209,6
-0.484800,5.000000,-2.487685,6
0.093645,5.000000,-1.634091,6
-2.057881,-3.299711,5.000000,6
-3.227444,-3.118612,5.000000,6
-2.513448,-2.499324,5.000000,6
-4.165285,-2.499841,5.000000,6
-4.209151,-3.360601,5.000000,6
-5.000000,-3.000000,5.000000,6
-5.000000,-5.000000,5.000000,6
-5.000000,-5.000000,4.000000,6
-5.000000,-4.000000,5.000000,6
-4.113590,-5.000000,3.647375,6
-4.123259,-5.000000,2.564324,6
-5.000000,-5.000000,3.000000,6
-5.000000,-5.000000,2.000000,6
-4.164144,-5.000000,1.514096,6
-5.000000,-5.000000,1.000000,6
-5.000000,-5.000000,2.000000,6
-5.000000,-5.000000,1.000000,6
-5.000000,-4.164277,1.511318,6
-5.000000,-2.285489,1.584335,6
-5.000000,-2.493838,0.490597,6
-5.000000,-1.519537,0.797140,6
3.648547,-4.107694,5.000000,6
4.000000,-5.000000,5.000000,6
3.000000,-5.000000,5.000000,6
4.000000,-5.000000,5.000000,6
3.000000,-5.000000,5.000000,6
3.613185,-5.000000,4.143032,6
2.559226,-4.124677,5.000000,6
2.057822,-3.299369,5.000000,6
3.226375,-3.117997,5.000000,6
1.504879,-4.172662,-5.000000,6
0.500592,-4.176101,-5.000000,6
1.000000,-5.000000,-5.000000,6
0.500592,-4.176101,-5.000000,6
0.000000,-5.000000,-5.000000,6
1.000000,-5.000000,-5.000000,6
0.000000,-5.000000,-5.000000,6
1.000000,-5.000000,-5.000000,6
0.501363,-5.000000,-4.175033,6
1.512150,-5.000000,-4.165096,6
1.017814,-5.000000,-3.339497,6
2.061458,-5.000000,-3.295376,6
0.501363,-5.000000,-4.175033,6
1.017814,-5.000000,-3.339497,6
1.512150,-5.000000,-4.165096,6
2.027014,-3.328269,-5.000000,6
2.525671,-4.158093,-5.000000,6
3.149645,-3.193396,-5.000000,6
-3.328410,-1.010263,5.000000,6
-2.493307,-0.504538,5.000000,6
-2.313480,-1.583800,5.000000,6
-5.000000,-3.360877,4.204306,6
-5.000000,-3.113668,3.228546,6
-5.000000,-2.493889,4.166907,6
-3.117671,-5.000000,3.227639,6
-4.123259,-5.000000,2.564324,6
-4.113590,-5.000000,3.647375,6
-5.000000,-3.294867,-2.062297,6
-5.000000,-2.494144,-2.518315,6
-5.000000,-2.487146,-1.572579,6
-5.000000,-2.494144,-2.518315,6
-5.000000,-1.572334,-2.311583,6
-5.000000,-2.487146,-1.572579,6
-5.000000,-3.294867,-2.062297,6
-5.000000,-2.487146,-1.572579,6
-5.000000,-3.342173,-1.015201,6
-5.000000,-1.572334,-2.311583,6
-5.000000,-0.484800,-2.487685,6
-5.000000,-0.838978,-1.671209,6
-3.320618,-1.016058,-5.000000,6
-2.290938,-1.585466,-5.000000,6
-2.494238,-0.493356,-5.000000,6
-5.000000,4.172845,-1.501168,6
-5.000000,3.325655,-1.010970,6
-5.000000,3.312505,-2.023062,6
-5.000000,5.000000,-1.000000,6
-4.165481,5.000000,-1.511794,6
-4.175467,5.000000,-0.501003,6
-0.938487,1.632798,5.000000,6
-1.672829,1.085026,5.000000,6
-1.585738,2.313242,5.000000,6
-5.000000,3.000000,-5.000000,6
-5.000000,3.648643,-4.107469,6
-5.000000,2.559420,-4.124313,6
-2.313480,-1.583800,5.000000,6
-1.642435,-0.922472,5.000000,6
-1.098934,-1.668650,5.000000,6
-4.165481,5.000000,-1.511794,6
-3.342173,5.000000,-1.015201,6
-4.175467,5.000000,-0.501003,6
-5.000000,1.665890,0.006241,6
-5.000000,2.493549,-0.497915,6
-5.000000,2.490148,0.502535,6
0.491958,-5.000000,0.839456,6
0.946333,-5.000000,0.005404,6
0.074916,-5.000000,0.047328,6
1.074362,-1.681439,-5.000000,6
0.003674,-1.697293,-5.000000,6
0.515842,-2.523597,-5.000000,6
-4.164183,1.513568,5.000000,6
-3.300080,2.056581,5.000000,6
-3.339892,1.018079,5.000000,6
5.000000,5.000000,-1.000000,6
5.000000,4.173866,-1.501121,6
5.000000,4.175168,-0.500469,6
5.000000,4.130559,2.533634,6
5.000000,4.163636,1.510370,6
5.000000,3.283301,2.051392,6
5.000000,4.130559,2.533634,6
5.000000,3.283301,2.051392,6
5.000000,3.153544,3.190364,6
5.000000,4.130559,2.533634,6
5.000000,3.153544,3.190364,6
5.000000,4.162106,3.403106,6
5.000000,5.000000,4.000000,6
4.163152,5.000000,3.402054,6
5.000000,5.000000,3.000000,6
5.000000,5.000000,4.000000,6
5.000000,5.000000,3.000000,6
5.000000,4.162106,3.403106,6
5.000000,4.163636,1.510370,6
5.000000,4.174408,0.501270,6
5.000000,3.322543,1.014489,6
2.529965,0.509244,-5.000000,6
1.607197,0.996247,-5.000000,6
1.834245,0.022284,-5.000000,6
1.665890,5.000000,0.006241,6
1.686503,5.000000,-0.877061,6
2.493549,5.000000,-0.497915,6
-3.277340,5.000000,2.059183,6
-2.456930,5.000000,2.543603,6
-3.113668,5.000000,3.228546,6
1.585538,5.000000,-2.486173,6
0.535895,5.000000,-2.505740,6
1.018400,5.000000,-3.339817,6
1.017673,3.320138,-5.000000,6
0.502241,4.173505,-5.000000,6
0.000605,3.342963,-5.000000,6
0.003264,5.000000,-3.345142,6
0.535895,5.000000,-2.505740,6
-0.484800,5.000000,-2.487685,6
1.512185,4.164156,-5.000000,6
2.059007,3.280570,-5.000000,6
2.564685,4.121264,-5.000000,6
-5.000000,2.309140,1.588010,6
-5.000000,1.135961,1.639129,6
-5.000000,1.685712,0.881923,6
-3.318792,5.000000,1.017369,6
-4.174354,5.000000,0.501321,6
-3.346489,5.000000,-0.000328,6
-3.649202,-5.000000,-4.106914,6
-5.000000,-5.000000,-4.000000,6
-4.204687,-5.000000,-3.360515,6
-5.000000,4.172845,-1.501168,6
-5.000000,3.312505,-2.023062,6
-5.000000,4.164919,-2.495127,6
5.000000,3.327020,-1.009352,6
5.000000,4.175168,-0.500469,6
5.000000,4.173866,-1.501121,6
4.172845,5.000000,-1.501168,6
4.174645,5.000000,-0.500542,6
3.325655,5.000000,-1.010970,6
-5.000000,-4.000000,-5.000000,6
-5.000000,-3.359639,-4.210015,6
-5.000000,-4.111674,-3.649275,6
5.000000,3.327020,-1.009352,6
5.000000,3.317992,-2.018786,6
5.000000,2.302006,-1.569562,6
4.174645,5.000000,-0.500542,6
3.341555,5.000000,0.000910,6
3.325655,5.000000,-1.010970,6
3.647242,4.109019,-5.000000,6
3.228079,3.116100,-5.000000,6
4.203925,3.361398,-5.000000,6
2.324306,5.000000,-1.574012,6
2.508698,5.000000,-2.498878,6
3.312505,5.000000,-2.023062,6
5.000000,5.000000,-2.000000,6
5.000000,4.166346,-2.498680,6
5.000000,4.173866,-1.501121,6
-1.000000,5.000000,-5.000000,6
-1.501085,4.172999,-5.000000,6
-0.500277,4.174667,-5.000000,6
-5.000000,-4.000000,-5.000000,6
-4.000000,-5.000000,-5.000000,6
-3.612666,-4.148219,-5.000000,6
2.500302,-0.485434,5.000000,6
3.347800,0.002023,5.000000,6
3.328566,-1.008958,5.000000,6
1.563166,5.000000,2.502792,6
2.465675,5.000000,2.538759,6
2.020315,5.000000,3.334996,6
4.175196,0.501433,5.000000,6
3.347800,0.002023,5.000000,6
3.342260,1.014532,5.000000,6
2.489159,1.561882,5.000000,6
2.524075,0.513965,5.000000,6
1.597542,1.000682,5.000000,6
3.116130,3.226314,5.000000,6
4.123599,2.560172,5.000000,6
3.295657,2.059113,5.000000,6
5.000000,1.010070,3.346906,6
5.000000,0.517604,2.518639,6
5.000000,0.000495,3.346551,6
5.000000,-3.342352,1.015020,6
5.000000,-3.299495,2.057111,6
5.000000,-2.488237,1.578152,6
5.000000,1.556963,2.505404,6
5.000000,2.477520,2.531970,6
5.000000,2.290368,1.582302,6
1.817824,0.035439,5.000000,6
0.962766,0.034503,5.000000,6
1.597542,1.000682,5.000000,6
5.000000,1.556963,2.505404,6
5.000000,0.517604,2.518639,6
5.000000,1.010070,3.346906,6
5.000000,-0.497660,2.496024,6
5.000000,0.000495,3.346551,6
5.000000,0.517604,2.518639,6
5.000000,-1.501122,4.173015,6
5.000000,-0.500609,4.174824,6
5.000000,-1.011233,3.325465,6
5.000000,0.011768,1.680218,6
5.000000,0.517604,2.518639,6
5.000000,1.069055,1.675037,6
5.000000,1.556963,2.505404,6
5.000000,1.069055,1.675037,6
5.000000,0.517604,2.518639,6
3.361635,4.203502,5.000000,6
4.000000,5.000000,5.000000,6
4.107215,3.648931,5.000000,6
4.175079,-0.500416,5.000000,6
5.000000,-1.000000,5.000000,6
4.172926,-1.501985,5.000000,6
3.116130,3.226314,5.000000,6
4.107215,3.648931,5.000000,6
4.123599,2.560172,5.000000,6
5.000000,4.000000,5.000000,6
5.000000,5.000000,4.000000,6
5.000000,3.613185,4.143032,6
2.559226,-4.124677,5.000000,6
2.000000,-5.000000,5.000000,6
1.513330,-4.164339,5.000000,6
-5.000000,-0.504825,2.515705,6
-5.000000,-1.549050,2.507512,6
-5.000000,-1.046287,1.662347,6
-4.172233,-1.501971,5.000000,6
-3.328410,-1.010263,5.000000,6
-3.311756,-2.024755,5.000000,6
-4.172233,-1.501971,5.000000,6
-4.174833,-0.500228,5.000000,6
-3.328410,-1.010263,5.000000,6
-5.000000,-2.000000,5.000000,6
-5.000000,-2.493889,4.166907,6
-5.000000,-1.499889,4.175525,6
-5.000000,-0.504825,2.515705,6
-5.000000,0.060818,1.640317,6
-5.000000,0.525551,2.514125,6
-5.000000,1.563166,2.502792,6
-5.000000,0.525551,2.514125,6
-5.000000,1.135961,1.639129,6
4.164919,5.000000,-2.495127,6
3.225244,5.000000,-3.117553,6
4.204149,5.000000,-3.361056,6
2.529965,0.509244,-5.000000,6
1.834245,0.022284,-5.000000,6
2.494351,-0.493807,-5.000000,6
3.317439,-1.018349,-5.000000,6
3.348465,-0.000475,-5.000000,6
2.494351,-0.493807,-5.000000,6
-5.000000,2.055318,-3.300230,6
-5.000000,3.225244,-3.117553,6
-5.000000,2.508698,-2.498878,6
-2.024377,3.309375,-5.000000,6
-1.010251,3.326760,-5.000000,6
-1.501085,4.172999,-5.000000,6
-5.000000,4.204149,-3.361056,6
-5.000000,3.225244,-3.117553,6
-5.000000,3.648643,-4.107469,6
1.512185,4.164156,-5.000000,6
1.000000,5.000000,-5.000000,6
0.502241,4.173505,-5.000000,6
1.504879,-4.172662,-5.000000,6
1.010164,-3.347315,-5.000000,6
0.500592,-4.176101,-5.000000,6
0.501363,-5.000000,-4.175033,6
-0.001547,-5.000000,-3.347829,6
1.017814,-5.000000,-3.339497,6
0.000000,-5.000000,-5.000000,6
-1.000000,-5.000000,-5.000000,6
-0.502173,-5.000000,-4.174221,6
0.000837,-3.351588,-5.000000,6
-0.500683,-4.176038,-5.000000,6
0.500592,-4.176101,-5.000000,6
0.011768,-5.000000,1.680218,6
0.491958,-5.000000,0.839456,6
-0.618928,-5.000000,0.729086,6
2.305164,-1.570329,5.000000,6
2.516230,-2.496799,5.000000,6
1.579836,-2.491807,5.000000,6
1.556963,-5.000000,2.505404,6
2.290368,-5.000000,1.582302,6
1.069055,-5.000000,1.675037,6
3.226375,-3.117997,5.000000,6
2.057822,-3.299369,5.000000,6
2.516230,-2.496799,5.000000,6
5.000000,-1.576123,2.320082,6
5.000000,-1.631638,1.139792,6
5.000000,-2.488237,1.578152,6
1.010070,-5.000000,3.346906,6
0.517604,-5.000000,2.518639,6
0.000495,-5.000000,3.346551,6
-4.166327,-5.000000,-2.493805,6
-5.000000,-5.000000,-3.000000,6
-5.000000,-5.000000,-2.000000,6
-5.000000,-5.000000,-3.000000,6
-5.000000,-5.000000,-2.000000,6
-5.000000,-4.124007,-2.560826,6
-4.174492,-5.000000,0.502154,6
-5.000000,-5.000000,1.000000,6
-4.164144,-5.000000,1.514096,6
-3.342352,-5.000000,1.015020,6
-3.347167,-5.000000,0.002575,6
-4.174492,-5.000000,0.502154,6
-3.347167,-5.000000,0.002575,6
-4.175186,-5.000000,-0.500281,6
-4.174492,-5.000000,0.502154,6
-5.000000,-2.285489,1.584335,6
-5.000000,-1.519537,0.797140,6
-5.000000,-1.046287,1.662347,6
-4.123259,-5.000000,2.564324,6
-4.164144,-5.000000,1.514096,6
-5.000000,-5.000000,2.000000,6
-3.318923,-5.000000,-2.017655,6
-3.328230,-5.000000,-1.008896,6
-2.325531,-5.000000,-1.569567,6
4.163636,-5.000000,1.510370,6
5.000000,-5.000000,2.000000,6
5.000000,-5.000000,1.000000,6
5.000000,-5.000000,2.000000,6
5.000000,-5.000000,1.000000,6
5.000000,-4.164144,1.514096,6
5.000000,-3.347167,0.002575,6
5.000000,-4.175186,-0.500281,6
5.000000,-4.174492,0.502154,6
3.344209,-5.000000,0.000685,6
2.491851,-5.000000,0.492250,6
3.322543,-5.000000,1.014489,6
2.494566,-5.000000,-0.489934,6
1.521425,-5.000000,-0.794178,6
1.789591,-5.000000,0.004363,6
5.000000,-2.498518,-0.484720,6
5.000000,-2.325531,-1.569567,6
5.000000,-3.328230,-1.008896,6
-1.631638,-5.000000,1.139792,6
-0.618928,-5.000000,0.729086,6
-1.636508,-5.000000,0.078913,6
-0.638886,-0.689544,5.000000,6
-0.014235,-1.677941,5.000000,6
-1.098934,-1.668650,5.000000,6
-1.672829,1.085026,5.000000,6
-0.712443,0.586790,5.000000,6
-1.635597,-0.010779,5.000000,6
0.491958,-5.000000,0.839456,6
0.074916,-5.000000,0.047328,6
-0.618928,-5.000000,0.729086,6
-0.638886,-0.689544,5.000000,6
0.077492,-0.027711,5.000000,6
0.490750,-0.831702,5.000000,6
-1.688750,-5.000000,-0.857425,6
-0.744092,-5.000000,-0.552443,6
-1.145885,-5.000000,-1.617647,6
-4.173710,-0.501699,-5.000000,6
-3.346057,-0.000057,-5.000000,6
-4.175489,0.500910,-5.000000,6
-2.510405,-5.000000,0.530612,6
-3.342352,-5.000000,1.015020,6
-2.488237,-5.000000,1.578152,6
-2.510405,-5.000000,0.530612,6
-2.498518,-5.000000,-0.484720,6
-3.347167,-5.000000,0.002575,6
-2.057881,-3.299711,5.000000,6
-2.513448,-2.499324,5.000000,6
-1.578862,-2.492440,5.000000,6
-5.000000,-3.318792,1.017369,6
-5.000000,-2.285489,1.584335,6
-5.000000,-3.277340,2.059183,6
-2.488237,-5.000000,1.578152,6
-3.299495,-5.000000,2.057111,6
-2.498902,-5.000000,2.512368,6
0.011768,-5.000000,1.680218,6
1.069055,-5.000000,1.675037,6
0.491958,-5.000000,0.839456,6
-5.000000,-2.285489,1.584335,6
-5.000000,-1.549050,2.507512,6
-5.000000,-2.456930,2.543603,6
-5.000000,-3.318792,1.017369,6
-5.000000,-2.493838,0.490597,6
-5.000000,-2.285489,1.584335,6
-4.175489,0.500910,-5.000000,6
-3.343778,1.012735,-5.000000,6
-4.166087,1.511590,-5.000000,6
-5.000000,1.000000,-5.000000,6
-4.166087,1.511590,-5.000000,6
-5.000000,2.000000,-5.000000,6
-5.000000,1.000000,-5.000000,6
-5.000000,2.000000,-5.000000,6
-5.000000,1.511061,-4.166067,6
-5.000000,0.003264,-3.345142,6
-5.000000,0.502083,-4.174415,6
-5.000000,1.018400,-3.339817,6
-4.000000,5.000000,-5.000000,6
-4.111674,5.000000,-3.649275,6
-5.000000,5.000000,-4.000000,6
-5.000000,1.585538,-2.486173,6
-5.000000,2.508698,-2.498878,6
-5.000000,2.324306,-1.574012,6
-3.294867,5.000000,-2.062297,6
-2.494144,5.000000,-2.518315,6
-2.487146,5.000000,-1.572579,6
-5.000000,1.665890,0.006241,6
-5.000000,0.721037,0.620600,6
-5.000000,0.722973,-0.608404,6
-0.500683,-4.176038,-5.000000,6
-1.504443,-4.173769,-5.000000,6
-1.000000,-5.000000,-5.000000,6
1.000000,5.000000,5.000000,6
0.500424,5.000000,4.176277,6
1.504406,5.000000,4.173668,6
-5.000000,3.611909,4.144244,6
-5.000000,2.529216,4.157315,6
-5.000000,3.148904,3.193083,6
0.000758,5.000000,3.350939,6
0.525551,5.000000,2.514125,6
1.009220,5.000000,3.348147,6
-2.012558,5.000000,3.338900,6
-3.113668,5.000000,3.228546,6
-2.456930,5.000000,2.543603,6
-1.604449,0.997373,-5.000000,6
-0.860660,1.683386,-5.000000,6
-1.576670,2.306517,-5.000000,6
-2.494144,5.000000,-2.518315,6
-1.572334,5.000000,-2.311583,6
-2.487146,5.000000,-1.572579,6
5.000000,-0.533594,-2.505379,6
5.000000,-1.145885,-1.617647,6
5.000000,-0.067107,-1.624715,6
-0.425959,5.000000,-0.820748,6
-1.609564,5.000000,-0.995448,6
-0.838978,5.000000,-1.671209,6
0.502083,5.000000,-4.174415,6
1.511061,5.000000,-4.166067,6
1.018400,5.000000,-3.339817,6
-0.500261,5.000000,-4.175345,6
0.502083,5.000000,-4.174415,6
0.003264,5.000000,-3.345142,6
0.502241,4.173505,-5.000000,6
-0.500277,4.174667,-5.000000,6
0.000605,3.342963,-5.000000,6
-2.019155,5.000000,-3.317480,6
-1.008546,5.000000,-3.328418,6
-1.572334,5.000000,-2.311583,6
2.059007,3.280570,-5.000000,6
1.017673,3.320138,-5.000000,6
1.584822,2.299717,-5.000000,6
5.000000,4.166346,-2.498680,6
5.000000,3.317992,-2.018786,6
5.000000,4.173866,-1.501121,6
5.000000,3.344209,0.000685,6
5.000000,4.175168,-0.500469,6
5.000000,3.327020,-1.009352,6
4.164919,5.000000,-2.495127,6
4.204149,5.000000,-3.361056,6
5.000000,5.000000,-3.000000,6
4.130559,-5.000000,2.533634,6
3.283301,-5.000000,2.051392,6
3.153544,-5.000000,3.190364,6
4.130559,-5.000000,2.533634,6
5.000000,-5.000000,3.000000,6
5.000000,-5.000000,2.000000,6
5.000000,-5.000000,3.000000,6
5.000000,-5.000000,2.000000,6
5.000000,-4.123259,2.564324,6
5.000000,-4.123259,2.564324,6
5.000000,-3.299495,2.057111,6
5.000000,-4.164144,1.514096,6
5.000000,-5.000000,1.000000,6
5.000000,-4.164144,1.514096,6
5.000000,-4.174492,0.502154,6
4.175168,-5.000000,-0.500469,6
5.000000,-5.000000,0.000000,6
5.000000,-5.000000,-1.000000,6
5.000000,-5.000000,0.000000,6
5.000000,-5.000000,-1.000000,6
5.000000,-4.175186,-0.500281,6
4.173456,-0.502257,-5.000000,6
3.348465,-0.000475,-5.000000,6
3.317439,-1.018349,-5.000000,6
1.585538,5.000000,-2.486173,6
2.508698,5.000000,-2.498878,6
2.324306,5.000000,-1.574012,6
5.000000,1.017814,-3.339497,6
5.000000,-0.001547,-3.347829,6
5.000000,0.508194,-2.512441,6
4.174532,1.500992,-5.000000,6
4.165880,2.495138,-5.000000,6
3.332263,2.021303,-5.000000,6
-5.000000,-3.318792,1.017369,6
-5.000000,-4.164277,1.511318,6
-5.000000,-4.174354,0.501321,6
-3.227444,-3.118612,5.000000,6
-3.647301,-4.113734,5.000000,6
-4.209151,-3.360601,5.000000,6
-5.000000,-1.499889,4.175525,6
-5.000000,-2.012558,3.338900,6
-5.000000,-1.006913,3.348948,6
-5.000000,-4.000000,5.000000,6
-5.000000,-3.000000,5.000000,6
-4.209151,-3.360601,5.000000,6
-5.000000,-4.000000,5.000000,6
-5.000000,-3.000000,5.000000,6
-5.000000,-3.360877,4.204306,6
-1.000000,-5.000000,5.000000,6
-0.500609,-5.000000,4.174824,6
-1.501122,-5.000000,4.173015,6
-2.057881,-3.299711,5.000000,6
-2.564694,-4.123043,5.000000,6
-3.227444,-3.118612,5.000000,6
-2.022982,-5.000000,3.313284,6
-1.501122,-5.000000,4.173015,6
-1.011233,-5.000000,3.325465,6
4.163152,5.000000,3.402054,6
4.129491,5.000000,2.530624,6
5.000000,5.000000,3.000000,6
2.019705,3.316132,5.000000,6
2.497684,2.504992,5.000000,6
1.573935,2.307945,5.000000,6
3.116130,3.226314,5.000000,6
2.497684,2.504992,5.000000,6
2.019705,3.316132,5.000000,6
3.116130,3.226314,5.000000,6
3.295657,2.059113,5.000000,6
2.497684,2.504992,5.000000,6
2.027631,-5.000000,3.327651,6
2.477520,-5.000000,2.531970,6
1.556963,-5.000000,2.505404,6
-5.000000,-3.000000,-5.000000,6
-5.000000,-2.498681,-4.166330,6
-5.000000,-3.359639,-4.210015,6
-5.000000,-2.498681,-4.166330,6
-5.000000,-3.115797,-3.229348,6
-5.000000,-3.359639,-4.210015,6
0.000000,-5.000000,-5.000000,6
-0.502173,-5.000000,-4.174221,6
0.501363,-5.000000,-4.175033,6
2.027014,-3.328269,-5.000000,6
1.010164,-3.347315,-5.000000,6
1.504879,-4.172662,-5.000000,6
-0.499025,2.492386,-5.000000,6
-1.576670,2.306517,-5.000000,6
-0.860660,1.683386,-5.000000,6
-1.010251,3.326760,-5.000000,6
-1.576670,2.306517,-5.000000,6
-0.499025,2.492386,-5.000000,6
-2.019155,5.000000,-3.317480,6
-1.572334,5.000000,-2.311583,6
-2.494144,5.000000,-2.518315,6
1.607197,0.996247,-5.000000,6
0.861640,1.683865,-5.000000,6
0.499540,0.871579,-5.000000,6
