x,y,z,s
5.000000,-4.000000,5.000000,6
3.648547,-4.107694,5.000000,6
4.203038,-3.362189,5.000000,6
1.000000,-5.000000,5.000000,6
1.503298,-5.000000,4.173765,6
0.500461,-5.000000,4.175980,6
0.000212,-3.349630,5.000000,6
0.519360,-2.519871,5.000000,6
1.015901,-3.342548,5.000000,6
0.535895,5.000000,-2.505740,6
0.093645,5.000000,-1.634091,6
-0.484800,5.000000,-2.487685,6
1.665890,5.000000,0.006241,6
2.490148,5.000000,0.502535,6
1.685712,5.000000,0.881923,6
5.000000,2.477520,2.531970,6
5.000000,3.283301,2.051392,6
5.000000,2.290368,1.582302,6
4.172845,5.000000,-1.501168,6
4.164919,5.000000,-2.495127,6
5.000000,5.000000,-2.000000,6
-5.000000,0.721037,0.620600,6
-5.000000,0.060818,1.640317,6
-5.000000,-0.449033,0.807413,6
3.344209,-5.000000,0.000685,6
2.494566,-5.000000,-0.489934,6
2.491851,-5.000000,0.492250,6
5.000000,-2.510405,0.530612,6
5.000000,-3.347167,0.002575,6
5.000000,-3.342352,1.015020,6
4.175196,0.501433,5.000000,6
4.175079,-0.500416,5.000000,6
3.347800,0.002023,5.000000,6
5.000000,-3.117671,3.227639,6
5.000000,-2.022982,3.313284,6
5.000000,-2.498902,2.512368,6
5.000000,-2.510405,0.530612,6
5.000000,-1.631638,1.139792,6
5.000000,-1.636508,0.078913,6
0.445361,-5.000000,-0.784085,6
0.074916,-5.000000,0.047328,6
0.946333,-5.000000,0.005404,6
2.500302,-0.485434,5.000000,6
1.817824,0.035439,5.000000,6
2.524075,0.513965,5.000000,6
5.000000,-0.497660,2.496024,6
5.000000,0.517604,2.518639,6
5.000000,0.011768,1.680218,6
5.000000,-3.000000,5.000000,6
5.000000,-2.494818,4.166241,6
5.000000,-3.359434,4.210324,6
5.000000,-1.576123,2.320082,6
5.000000,-2.022982,3.313284,6
5.000000,-1.011233,3.325465,6
-5.000000,1.009220,3.348147,6
-5.000000,2.020315,3.334996,6
-5.000000,1.504406,4.173668,6
-2.511265,0.517467,5.000000,6
-1.635597,-0.010779,5.000000,6
-2.493307,-0.504538,5.000000,6
-5.000000,4.000000,5.000000,6
-5.000000,3.611909,4.144244,6
-5.000000,5.000000,4.000000,6
-4.125575,2.559162,5.000000,6
-3.300080,2.056581,5.000000,6
-4.164183,1.513568,5.000000,6
-5.000000,2.020315,3.334996,6
-5.000000,2.529216,4.157315,6
-5.000000,1.504406,4.173668,6
-1.015416,-3.342720,5.000000,6
-0.518989,-2.518947,5.000000,6
0.000212,-3.349630,5.000000,6
-0.501692,-4.174826,5.000000,6
-1.015416,-3.342720,5.000000,6
0.000212,-3.349630,5.000000,6
0.490208,2.485712,5.000000,6
0.841905,1.671859,5.000000,6
-0.065795,1.627180,5.000000,6
0.490208,2.485712,5.000000,6
-0.065795,1.627180,5.000000,6
-0.514641,2.479860,5.000000,6
-1.006913,5.000000,3.348948,6
-0.504825,5.000000,2.515705,6
0.000758,5.000000,3.350939,6
2.305164,-1.570329,5.000000,6
1.073176,-1.672697,5.000000,6
1.539161,-0.785637,5.000000,6
0.060818,5.000000,1.640317,6
-1.046287,5.000000,1.662347,6
-0.449033,5.000000,0.807413,6
5.000000,1.521425,-0.794178,6
5.000000,0.946333,0.005404,6
5.000000,1.789591,0.004363,6
-0.504825,5.000000,2.515705,6
0.060818,5.000000,1.640317,6
0.525551,5.000000,2.514125,6
2.000000,5.000000,5.000000,6
1.504406,5.000000,4.173668,6
2.529216,5.000000,4.157315,6
1.563166,5.000000,2.502792,6
0.525551,5.000000,2.514125,6
1.135961,5.000000,1.639129,6
1.142572,5.000000,-1.628115,6
0.722973,5.000000,-0.608404,6
0.093645,5.000000,-1.634091,6
-2.492219,1.578373,5.000000,6
-2.511265,0.517467,5.000000,6
-3.339892,1.018079,5.000000,6
1.073176,-1.672697,5.000000,6
0.490750,-0.831702,5.000000,6
1.539161,-0.785637,5.000000,6
5.000000,1.530889,0.795601,6
5.000000,2.491851,0.492250,6
5.000000,1.789591,0.004363,6
-1.015416,-3.342720,5.000000,6
-1.578862,-2.492440,5.000000,6
-0.518989,-2.518947,5.000000,6
0.000414,-0.006838,-5.000000,6
-1.001390,0.021815,-5.000000,6
-0.515674,-0.856184,-5.000000,6
0.077492,-0.027711,5.000000,6
0.962766,0.034503,5.000000,6
0.490750,-0.831702,5.000000,6
0.491958,-5.000000,0.839456,6
1.530889,-5.000000,0.795601,6
0.946333,-5.000000,0.005404,6
5.000000,-5.000000,-5.000000,6
5.000000,-5.000000,-4.000000,6
5.000000,-4.000000,-5.000000,6
0.000837,-3.351588,-5.000000,6
-1.008516,-3.348528,-5.000000,6
-0.500683,-4.176038,-5.000000,6
1.504879,-4.172662,-5.000000,6
1.000000,-5.000000,-5.000000,6
2.000000,-5.000000,-5.000000,6
1.000000,-5.000000,-5.000000,6
2.000000,-5.000000,-5.000000,6
1.512150,-5.000000,-4.165096,6
1.557049,-2.506731,-5.000000,6
1.074362,-1.681439,-5.000000,6
0.515842,-2.523597,-5.000000,6
5.000000,1.577119,-2.487874,6
5.000000,1.051700,-1.654239,6
5.000000,2.302006,-1.569562,6
-0.000383,1.694244,-5.000000,6
-0.860660,1.683386,-5.000000,6
-0.498793,0.871788,-5.000000,6
1.607197,0.996247,-5.000000,6
0.499540,0.871579,-5.000000,6
1.002039,0.021680,-5.000000,6
-5.000000,1.009220,3.348147,6
-5.000000,1.563166,2.502792,6
-5.000000,2.020315,3.334996,6
-3.359474,4.210229,-5.000000,6
-4.000000,5.000000,-5.000000,6
-4.113607,3.647314,-5.000000,6
0.497581,2.500167,-5.000000,6
0.000605,3.342963,-5.000000,6
-0.499025,2.492386,-5.000000,6
-0.000383,1.694244,-5.000000,6
-0.498793,0.871788,-5.000000,6
0.499540,0.871579,-5.000000,6
-3.343778,1.012735,-5.000000,6
-2.528686,0.509264,-5.000000,6
-2.492036,1.557785,-5.000000,6
-5.000000,1.511061,-4.166067,6
-5.000000,2.559420,-4.124313,6
-5.000000,2.055318,-3.300230,6
-4.166327,-5.000000,-2.493805,6
-5.000000,-5.000000,-2.000000,6
-4.173977,-5.000000,-1.500163,6
-0.001547,-5.000000,-3.347829,6
-0.533594,-5.000000,-2.505379,6
0.508194,-5.000000,-2.512441,6
-4.000000,5.000000,5.000000,6
-4.107260,5.000000,3.648760,6
-3.360877,5.000000,4.204306,6
-5.000000,-0.425959,-0.820748,6
-5.000000,0.093645,-1.634091,6
-5.000000,0.722973,-0.608404,6
-4.164057,-1.510085,-5.000000,6
-3.320618,-1.016058,-5.000000,6
-4.173710,-0.501699,-5.000000,6
-1.000000,5.000000,-5.000000,6
-0.500277,4.174667,-5.000000,6
0.000000,5.000000,-5.000000,6
-1.000000,5.000000,-5.000000,6
0.000000,5.000000,-5.000000,6
-0.500261,5.000000,-4.175345,6
-5.000000,0.003264,-3.345142,6
-5.000000,-0.484800,-2.487685,6
-5.000000,-1.008546,-3.328418,6
5.000000,0.491958,0.839456,6
5.000000,0.946333,0.005404,6
5.000000,0.074916,0.047328,6
-2.516856,-5.000000,-2.495198,6
-2.325531,-5.000000,-1.569567,6
-1.587226,-5.000000,-2.483898,6
-5.000000,1.009220,3.348147,6
-5.000000,0.525551,2.514125,6
-5.000000,1.563166,2.502792,6
-1.501085,4.172999,-5.000000,6
-1.010251,3.326760,-5.000000,6
-0.500277,4.174667,-5.000000,6
-1.839448,0.022601,-5.000000,6
-1.001390,0.021815,-5.000000,6
-1.604449,0.997373,-5.000000,6
-2.494923,4.165986,-5.000000,6
-2.024377,3.309375,-5.000000,6
-1.501085,4.172999,-5.000000,6
-5.000000,-2.019155,-3.317480,6
-5.000000,-2.494144,-2.518315,6
-5.000000,-3.115797,-3.229348,6
-4.130008,-2.530903,-5.000000,6
-4.168902,-3.400752,-5.000000,6
-3.149809,-3.193562,-5.000000,6
-2.529487,-4.157979,-5.000000,6
-3.000000,-5.000000,-5.000000,6
-2.000000,-5.000000,-5.000000,6
-3.000000,-5.000000,-5.000000,6
-2.000000,-5.000000,-5.000000,6
-2.560792,-5.000000,-4.123024,6
-3.347167,-5.000000,0.002575,6
-3.328230,-5.000000,-1.008896,6
-4.175186,-5.000000,-0.500281,6
3.648547,-4.107694,5.000000,6
3.000000,-5.000000,5.000000,6
2.559226,-4.124677,5.000000,6
4.000000,-5.000000,5.000000,6
5.000000,-5.000000,4.000000,6
3.613185,-5.000000,4.143032,6
5.000000,-3.117671,3.227639,6
5.000000,-2.498902,2.512368,6
5.000000,-3.299495,2.057111,6
0.501334,-4.175255,5.000000,6
0.000212,-3.349630,5.000000,6
1.015901,-3.342548,5.000000,6
4.130559,-5.000000,2.533634,6
4.162106,-5.000000,3.403106,6
5.000000,-5.000000,3.000000,6
4.130559,-5.000000,2.533634,6
3.153544,-5.000000,3.190364,6
4.162106,-5.000000,3.403106,6
2.290368,-5.000000,1.582302,6
1.530889,-5.000000,0.795601,6
1.069055,-5.000000,1.675037,6
0.500521,4.174896,5.000000,6
-0.500605,4.174795,5.000000,6
0.000000,5.000000,5.000000,6
5.000000,-3.347167,0.002575,6
5.000000,-2.498518,-0.484720,6
5.000000,-3.328230,-1.008896,6
3.226375,-3.117997,5.000000,6
2.516230,-2.496799,5.000000,6
3.311834,-2.023781,5.000000,6
1.556963,-5.000000,2.505404,6
2.477520,-5.000000,2.531970,6
2.290368,-5.000000,1.582302,6
5.000000,-1.576123,2.320082,6
5.000000,-2.488237,1.578152,6
5.000000,-2.498902,2.512368,6
4.130559,-5.000000,2.533634,6
5.000000,-5.000000,2.000000,6
4.163636,-5.000000,1.510370,6
3.283301,-5.000000,2.051392,6
4.163636,-5.000000,1.510370,6
3.322543,-5.000000,1.014489,6
3.344209,-5.000000,0.000685,6
4.174408,-5.000000,0.501270,6
4.175168,-5.000000,-0.500469,6
5.000000,-5.000000,1.000000,6
5.000000,-5.000000,0.000000,6
4.174408,-5.000000,0.501270,6
5.000000,-5.000000,1.000000,6
5.000000,-5.000000,0.000000,6
5.000000,-4.174492,0.502154,6
3.327020,-5.000000,-1.009352,6
3.317992,-5.000000,-2.018786,6
2.302006,-5.000000,-1.569562,6
2.061458,-5.000000,-3.295376,6
1.577119,-5.000000,-2.487874,6
2.515369,-5.000000,-2.495883,6
1.557049,-2.506731,-5.000000,6
2.292951,-1.586078,-5.000000,6
1.074362,-1.681439,-5.000000,6
-0.515674,-0.856184,-5.000000,6
-1.066144,-1.673400,-5.000000,6
0.003674,-1.697293,-5.000000,6
5.000000,-2.498518,-0.484720,6
5.000000,-1.688750,-0.857425,6
5.000000,-2.325531,-1.569567,6
5.000000,-2.510405,0.530612,6
5.000000,-3.342352,1.015020,6
5.000000,-2.488237,1.578152,6
-5.000000,-1.006913,3.348948,6
-5.000000,0.000758,3.350939,6
-5.000000,-0.500233,4.176377,6
-3.339892,1.018079,5.000000,6
-3.346345,0.002017,5.000000,6
-4.174204,0.502573,5.000000,6
-2.492219,1.578373,5.000000,6
-1.672829,1.085026,5.000000,6
-2.511265,0.517467,5.000000,6
-3.328410,-1.010263,5.000000,6
-3.346345,0.002017,5.000000,6
-2.493307,-0.504538,5.000000,6
-5.000000,-0.449033,0.807413,6
-5.000000,-1.519537,0.797140,6
-5.000000,-0.945498,-0.019586,6
-5.000000,0.500424,4.176277,6
-5.000000,-0.500233,4.176377,6
-5.000000,0.000758,3.350939,6
-5.000000,2.309140,1.588010,6
-5.000000,3.320701,1.016624,6
-5.000000,3.275632,2.058675,6
-5.000000,2.324306,-1.574012,6
-5.000000,3.312505,-2.023062,6
-5.000000,3.325655,-1.010970,6
-5.000000,4.174645,-0.500542,6
-5.000000,5.000000,0.000000,6
-5.000000,4.173155,0.501930,6
-5.000000,4.174645,-0.500542,6
-5.000000,5.000000,-1.000000,6
-5.000000,5.000000,0.000000,6
-5.000000,5.000000,-1.000000,6
-5.000000,5.000000,0.000000,6
-4.175467,5.000000,-0.501003,6
-0.425959,5.000000,-0.820748,6
-0.945498,5.000000,-0.019586,6
-1.609564,5.000000,-0.995448,6
-5.000000,-1.499889,4.175525,6
-5.000000,-1.006913,3.348948,6
-5.000000,-0.500233,4.176377,6
-5.000000,-4.000000,-5.000000,6
-5.000000,-4.111674,-3.649275,6
-5.000000,-5.000000,-4.000000,6
-4.130008,-2.530903,-5.000000,6
-4.164057,-1.510085,-5.000000,6
-5.000000,-2.000000,-5.000000,6
-5.000000,-2.498681,-4.166330,6
-5.000000,-2.019155,-3.317480,6
-5.000000,-3.115797,-3.229348,6
-2.012558,5.000000,3.338900,6
-2.493889,5.000000,4.166907,6
-3.113668,5.000000,3.228546,6
-5.000000,2.020315,3.334996,6
-5.000000,3.148904,3.193083,6
-5.000000,2.529216,4.157315,6
1.665890,5.000000,0.006241,6
0.722973,5.000000,-0.608404,6
1.686503,5.000000,-0.877061,6
-5.000000,4.162360,1.510867,6
-5.000000,3.275632,2.058675,6
-5.000000,3.320701,1.016624,6
1.511061,5.000000,-4.166067,6
2.055318,5.000000,-3.300230,6
1.018400,5.000000,-3.339817,6
-1.572334,5.000000,-2.311583,6
-0.484800,5.000000,-2.487685,6
-0.838978,5.000000,-1.671209,6
0.000000,5.000000,-5.000000,6
0.502083,5.000000,-4.174415,6
-0.500261,5.000000,-4.175345,6
-2.492036,1.557785,-5.000000,6
-1.604449,0.997373,-5.000000,6
-1.576670,2.306517,-5.000000,6
-4.000000,5.000000,5.000000,6
-5.000000,5.000000,4.000000,6
-4.107260,5.000000,3.648760,6
-0.001473,3.343439,5.000000,6
0.490208,2.485712,5.000000,6
-0.514641,2.479860,5.000000,6
0.500424,5.000000,4.176277,6
1.009220,5.000000,3.348147,6
1.504406,5.000000,4.173668,6
1.501177,4.172839,5.000000,6
1.000000,5.000000,5.000000,6
2.000000,5.000000,5.000000,6
1.000000,5.000000,5.000000,6
2.000000,5.000000,5.000000,6
1.504406,5.000000,4.173668,6
-0.425959,5.000000,-0.820748,6
0.093645,5.000000,-1.634091,6
0.722973,5.000000,-0.608404,6
-1.604449,0.997373,-5.000000,6
-0.498793,0.871788,-5.000000,6
-0.860660,1.683386,-5.000000,6
-1.609564,5.000000,-0.995448,6
-1.800681,5.000000,-0.029880,6
-2.523995,5.000000,-0.511485,6
5.000000,3.344209,0.000685,6
5.000000,3.327020,-1.009352,6
5.000000,2.494566,-0.489934,6
5.000000,3.317992,-2.018786,6
5.000000,3.228824,-3.116051,6
5.000000,2.515369,-2.495883,6
5.000000,2.494566,-0.489934,6
5.000000,1.789591,0.004363,6
5.000000,2.491851,0.492250,6
-5.000000,0.000758,3.350939,6
-5.000000,-0.504825,2.515705,6
-5.000000,0.525551,2.514125,6
0.000605,3.342963,-5.000000,6
-0.500277,4.174667,-5.000000,6
-1.010251,3.326760,-5.000000,6
1.665890,5.000000,0.006241,6
2.493549,5.000000,-0.497915,6
2.490148,5.000000,0.502535,6
0.721037,5.000000,0.620600,6
0.060818,5.000000,1.640317,6
-0.449033,5.000000,0.807413,6
2.059007,3.280570,-5.000000,6
2.536821,2.475120,-5.000000,6
3.228079,3.116100,-5.000000,6
5.000000,2.515369,-2.495883,6
5.000000,1.577119,-2.487874,6
5.000000,2.302006,-1.569562,6
-5.000000,-1.000000,5.000000,6
-5.000000,0.000000,5.000000,6
-4.174833,-0.500228,5.000000,6
5.000000,1.000000,-5.000000,6
4.175759,0.500200,-5.000000,6
5.000000,0.000000,-5.000000,6
5.000000,1.000000,-5.000000,6
5.000000,0.000000,-5.000000,6
5.000000,0.501363,-4.175033,6
-5.000000,0.000000,5.000000,6
-5.000000,-0.500233,4.176377,6
-5.000000,0.500424,4.176277,6
1.521425,-5.000000,-0.794178,6
0.946333,-5.000000,0.005404,6
1.789591,-5.000000,0.004363,6
5.000000,-2.061684,-3.294908,6
5.000000,-2.516856,-2.495198,6
5.000000,-1.587226,-2.483898,6
3.317992,-5.000000,-2.018786,6
2.515369,-5.000000,-2.495883,6
2.302006,-5.000000,-1.569562,6
5.000000,-1.000000,-5.000000,6
4.163817,-1.511038,-5.000000,6
5.000000,-2.000000,-5.000000,6
5.000000,-1.000000,-5.000000,6
5.000000,-2.000000,-5.000000,6
5.000000,-1.512117,-4.165087,6
2.302006,-5.000000,-1.569562,6
1.521425,-5.000000,-0.794178,6
2.494566,-5.000000,-0.489934,6
4.172845,5.000000,-1.501168,6
3.312505,5.000000,-2.023062,6
4.164919,5.000000,-2.495127,6
5.000000,3.283301,2.051392,6
5.000000,4.163636,1.510370,6
5.000000,3.322543,1.014489,6
5.000000,5.000000,3.000000,6
5.000000,4.130559,2.533634,6
5.000000,4.162106,3.403106,6
5.000000,5.000000,2.000000,6
5.000000,4.163636,1.510370,6
5.000000,4.130559,2.533634,6
5.000000,-1.576123,2.320082,6
5.000000,-0.497660,2.496024,6
5.000000,-0.879291,1.686967,6
5.000000,-3.117671,3.227639,6
5.000000,-2.494818,4.166241,6
5.000000,-2.022982,3.313284,6
2.027631,-5.000000,3.327651,6
3.153544,-5.000000,3.190364,6
2.477520,-5.000000,2.531970,6
2.526305,-5.000000,4.157519,6
3.153544,-5.000000,3.190364,6
2.027631,-5.000000,3.327651,6
4.130559,-5.000000,2.533634,6
4.163636,-5.000000,1.510370,6
3.283301,-5.000000,2.051392,6
5.000000,-3.342352,1.015020,6
5.000000,-4.174492,0.502154,6
5.000000,-4.164144,1.514096,6
3.283301,-5.000000,2.051392,6
3.322543,-5.000000,1.014489,6
2.290368,-5.000000,1.582302,6
5.000000,-2.510405,0.530612,6
5.000000,-1.636508,0.078913,6
5.000000,-2.498518,-0.484720,6
3.344209,-5.000000,0.000685,6
4.175168,-5.000000,-0.500469,6
3.327020,-5.000000,-1.009352,6
1.530889,-5.000000,0.795601,6
1.789591,-5.000000,0.004363,6
0.946333,-5.000000,0.005404,6
1.539161,-0.785637,5.000000,6
0.490750,-0.831702,5.000000,6
0.962766,0.034503,5.000000,6
5.000000,1.051700,-1.654239,6
5.000000,0.445361,-0.784085,6
5.000000,1.521425,-0.794178,6
5.000000,5.000000,-2.000000,6
4.164919,5.000000,-2.495127,6
5.000000,5.000000,-3.000000,6
5.000000,5.000000,-2.000000,6
5.000000,5.000000,-3.000000,6
5.000000,4.166346,-2.498680,6
-4.125575,2.559162,5.000000,6
-4.164183,1.513568,5.000000,6
-5.000000,2.000000,5.000000,6
-1.499889,5.000000,4.175525,6
-2.012558,5.000000,3.338900,6
-1.006913,5.000000,3.348948,6
-4.112224,3.648724,5.000000,6
-5.000000,3.000000,5.000000,6
-5.000000,4.000000,5.000000,6
-5.000000,3.000000,5.000000,6
-5.000000,4.000000,5.000000,6
-5.000000,3.611909,4.144244,6
2.489159,1.561882,5.000000,6
3.342260,1.014532,5.000000,6
2.524075,0.513965,5.000000,6
2.465675,5.000000,2.538759,6
3.275632,5.000000,2.058675,6
3.148904,5.000000,3.193083,6
5.000000,2.027631,3.327651,6
5.000000,3.153544,3.190364,6
5.000000,2.477520,2.531970,6
5.000000,2.027631,3.327651,6
5.000000,1.556963,2.505404,6
5.000000,1.010070,3.346906,6
4.107215,3.648931,5.000000,6
5.000000,3.000000,5.000000,6
4.123599,2.560172,5.000000,6
-5.000000,4.204149,-3.361056,6
-5.000000,3.648643,-4.107469,6
-5.000000,5.000000,-4.000000,6
3.328566,-1.008958,5.000000,6
3.311834,-2.023781,5.000000,6
2.305164,-1.570329,5.000000,6
1.015901,-3.342548,5.000000,6
0.519360,-2.519871,5.000000,6
1.579836,-2.491807,5.000000,6
2.559226,-4.124677,5.000000,6
3.000000,-5.000000,5.000000,6
2.000000,-5.000000,5.000000,6
3.000000,-5.000000,5.000000,6
2.000000,-5.000000,5.000000,6
2.526305,-5.000000,4.157519,6
4.123599,2.560172,5.000000,6
5.000000,2.000000,5.000000,6
4.163490,1.514075,5.000000,6
5.000000,-2.494818,4.166241,6
5.000000,-1.501122,4.173015,6
5.000000,-2.022982,3.313284,6
5.000000,-2.000000,-5.000000,6
5.000000,-2.560792,-4.123024,6
5.000000,-1.512117,-4.165087,6
3.149645,-3.193396,-5.000000,6
4.161358,-3.403803,-5.000000,6
4.128684,-2.535462,-5.000000,6
-2.000000,-5.000000,-5.000000,6
-1.000000,-5.000000,-5.000000,6
-1.504443,-4.173769,-5.000000,6
-2.000000,-5.000000,-5.000000,6
-1.000000,-5.000000,-5.000000,6
-1.512117,-5.000000,-4.165087,6
-0.500683,-4.176038,-5.000000,6
-1.008516,-3.348528,-5.000000,6
-1.504443,-4.173769,-5.000000,6
-2.020007,-3.335323,-5.000000,6
-1.552488,-2.507478,-5.000000,6
-2.463015,-2.538776,-5.000000,6
2.059007,3.280570,-5.000000,6
1.584822,2.299717,-5.000000,6
2.536821,2.475120,-5.000000,6
5.000000,1.000000,-5.000000,6
5.000000,0.501363,-4.175033,6
5.000000,1.512150,-4.165096,6
4.174532,1.500992,-5.000000,6
3.348113,1.008866,-5.000000,6
4.175759,0.500200,-5.000000,6
-5.000000,-2.019155,-3.317480,6
-5.000000,-1.008546,-3.328418,6
-5.000000,-1.572334,-2.311583,6
-5.000000,-1.501115,-4.173771,6
-5.000000,-1.008546,-3.328418,6
-5.000000,-2.019155,-3.317480,6
-3.346057,-0.000057,-5.000000,6
-2.528686,0.509264,-5.000000,6
-3.343778,1.012735,-5.000000,6
-5.000000,-3.000000,-5.000000,6
-4.130008,-2.530903,-5.000000,6
-5.000000,-2.000000,-5.000000,6
-5.000000,-3.000000,-5.000000,6
-5.000000,-2.000000,-5.000000,6
-5.000000,-2.498681,-4.166330,6
-5.000000,-0.500261,-4.175345,6
-5.000000,0.003264,-3.345142,6
-5.000000,-1.008546,-3.328418,6
-5.000000,1.585538,-2.486173,6
-5.000000,0.535895,-2.505740,6
-5.000000,1.018400,-3.339817,6
0.000837,-3.351588,-5.000000,6
0.515842,-2.523597,-5.000000,6
-0.513299,-2.523111,-5.000000,6
-3.320618,-1.016058,-5.000000,6
-2.494238,-0.493356,-5.000000,6
-3.346057,-0.000057,-5.000000,6
-5.000000,-2.487146,-1.572579,6
-5.000000,-1.572334,-2.311583,6
-5.000000,-1.609564,-0.995448,6
4.166346,-5.000000,-2.498680,6
3.317992,-5.000000,-2.018786,6
4.173866,-5.000000,-1.501121,6
5.000000,-2.510405,0.530612,6
5.000000,-2.498518,-0.484720,6
5.000000,-3.347167,0.002575,6
-3.117671,-5.000000,3.227639,6
-2.498902,-5.000000,2.512368,6
-3.299495,-5.000000,2.057111,6
-5.000000,-3.360877,4.204306,6
-5.000000,-4.107260,3.648760,6
-5.000000,-3.113668,3.228546,6
-5.000000,-0.449033,0.807413,6
-5.000000,-1.046287,1.662347,6
-5.000000,-1.519537,0.797140,6
-1.576123,-5.000000,2.320082,6
-2.022982,-5.000000,3.313284,6
-1.011233,-5.000000,3.325465,6
-1.000000,-5.000000,-5.000000,6
-1.512117,-5.000000,-4.165087,6
-0.502173,-5.000000,-4.174221,6
-5.000000,2.493549,-0.497915,6
-5.000000,1.686503,-0.877061,6
-5.000000,2.324306,-1.574012,6
-5.000000,-2.019155,-3.317480,6
-5.000000,-1.572334,-2.311583,6
-5.000000,-2.494144,-2.518315,6
-0.502173,-5.000000,-4.174221,6
-1.019562,-5.000000,-3.338698,6
-0.001547,-5.000000,-3.347829,6
0.003674,-1.697293,-5.000000,6
-0.513299,-2.523111,-5.000000,6
0.515842,-2.523597,-5.000000,6
-0.001547,-5.000000,-3.347829,6
-1.019562,-5.000000,-3.338698,6
-0.533594,-5.000000,-2.505379,6
2.525671,-4.158093,-5.000000,6
1.504879,-4.172662,-5.000000,6
2.000000,-5.000000,-5.000000,6
2.027014,-3.328269,-5.000000,6
1.504879,-4.172662,-5.000000,6
2.525671,-4.158093,-5.000000,6
1.017814,-5.000000,-3.339497,6
0.508194,-5.000000,-2.512441,6
1.577119,-5.000000,-2.487874,6
2.475814,-2.534156,-5.000000,6
2.292951,-1.586078,-5.000000,6
1.557049,-2.506731,-5.000000,6
-5.000000,0.721037,0.620600,6
-5.000000,-0.039870,0.004370,6
-5.000000,0.722973,-0.608404,6
-4.000000,5.000000,5.000000,6
-5.000000,4.000000,5.000000,6
-5.000000,5.000000,5.000000,6
-4.000000,5.000000,5.000000,6
-5.000000,5.000000,5.000000,6
-5.000000,5.000000,4.000000,6
-5.000000,4.000000,5.000000,6
-5.000000,5.000000,5.000000,6
-5.000000,5.000000,4.000000,6
-5.000000,5.000000,4.000000,6
-5.000000,4.163152,3.402054,6
-5.000000,5.000000,3.000000,6
-5.000000,5.000000,4.000000,6
-5.000000,5.000000,3.000000,6
-4.107260,5.000000,3.648760,6
-4.112224,3.648724,5.000000,6
-4.125575,2.559162,5.000000,6
-5.000000,3.000000,5.000000,6
-5.000000,3.000000,5.000000,6
-5.000000,2.529216,4.157315,6
-5.000000,3.611909,4.144244,6
-3.320618,-1.016058,-5.000000,6
-3.346057,-0.000057,-5.000000,6
-4.173710,-0.501699,-5.000000,6
-3.118337,3.225969,-5.000000,6
-4.123039,2.564454,-5.000000,6
-3.300914,2.053806,-5.000000,6
-4.166087,1.511590,-5.000000,6
-3.300914,2.053806,-5.000000,6
-4.123039,2.564454,-5.000000,6
-5.000000,2.493549,-0.497915,6
-5.000000,2.324306,-1.574012,6
-5.000000,3.325655,-1.010970,6
-3.359474,4.210229,-5.000000,6
-2.494923,4.165986,-5.000000,6
-3.000000,5.000000,-5.000000,6
-3.118337,3.225969,-5.000000,6
-3.300914,2.053806,-5.000000,6
-2.502609,2.499660,-5.000000,6
-5.000000,-1.499889,4.175525,6
-5.000000,-2.493889,4.166907,6
-5.000000,-2.012558,3.338900,6
-5.000000,-2.285489,1.584335,6
-5.000000,-1.046287,1.662347,6
-5.000000,-1.549050,2.507512,6
-2.513448,-2.499324,5.000000,6
-2.313480,-1.583800,5.000000,6
-1.578862,-2.492440,5.000000,6
-0.712443,0.586790,5.000000,6
0.442281,0.823558,5.000000,6
0.077492,-0.027711,5.000000,6
-3.311756,-2.024755,5.000000,6
-3.328410,-1.010263,5.000000,6
-2.313480,-1.583800,5.000000,6
-2.313480,-1.583800,5.000000,6
-2.493307,-0.504538,5.000000,6
-1.642435,-0.922472,5.000000,6
-5.000000,-0.504825,2.515705,6
-5.000000,-1.046287,1.662347,6
-5.000000,0.060818,1.640317,6
-5.000000,4.129491,2.530624,6
-5.000000,3.148904,3.193083,6
-5.000000,3.275632,2.058675,6
-0.504825,5.000000,2.515705,6
-1.046287,5.000000,1.662347,6
0.060818,5.000000,1.640317,6
-5.000000,4.172845,-1.501168,6
-5.000000,5.000000,-2.000000,6
-5.000000,5.000000,-1.000000,6
-5.000000,5.000000,-2.000000,6
-5.000000,5.000000,-1.000000,6
-4.165481,5.000000,-1.511794,6
0.500424,5.000000,4.176277,6
0.000758,5.000000,3.350939,6
1.009220,5.000000,3.348147,6
0.500424,5.000000,4.176277,6
-0.500233,5.000000,4.176377,6
0.000758,5.000000,3.350939,6
-4.123203,5.000000,2.559679,6
-4.164277,5.000000,1.511318,6
-3.277340,5.000000,2.059183,6
-5.000000,2.465675,2.538759,6
-5.000000,3.275632,2.058675,6
-5.000000,3.148904,3.193083,6
0.003264,5.000000,-3.345142,6
1.018400,5.000000,-3.339817,6
0.535895,5.000000,-2.505740,6
-0.514641,2.479860,5.000000,6
-0.938487,1.632798,5.000000,6
-1.585738,2.313242,5.000000,6
-5.000000,2.309140,1.588010,6
-5.000000,2.465675,2.538759,6
-5.000000,1.563166,2.502792,6
-1.006913,5.000000,3.348948,6
-1.549050,5.000000,2.507512,6
-0.504825,5.000000,2.515705,6
-5.000000,5.000000,2.000000,6
-4.164277,5.000000,1.511318,6
-4.123203,5.000000,2.559679,6
2.493549,5.000000,-0.497915,6
1.686503,5.000000,-0.877061,6
2.324306,5.000000,-1.574012,6
